Owner1,Owner2,SiteAddress,MailAddress,MailCity,APN,LastSeller,LastSaleDate,LastSaleValue
CECILIA & JOHN V LLC,,8912 PEBBLE BEACH CIR,17151 NEWHOPE ST STE 113,FOUNTAIN VALLEY,107-741-52,"NGUYEN, KIM THUY",05/30/2025,0.0
16092 FELTHAM CIR LLC,,16092 FELTHAM CIR,17928 TOIYABE CIR,FOUNTAIN VALLEY,107-912-17,"LESLIE H NGUYEN LIVING TRUST, ; NGUYEN, LESLIE H",08/27/2021,0.0
A & D LLC,,5821 VIEW CIR,18055 BUSHARD ST,FOUNTAIN VALLEY,146-312-13,"DO, ELIZABETH",05/18/2021,0.0
MARK LN LLC,,16382 MARK LN,18837 BROOKHURST ST STE 103,FOUNTAIN VALLEY,142-283-11,"VU, THERESE MINH; THERESE MINH VU FAMILY TRUST,",01/21/2022,0.0
TU BAN HERITAGE INVESTMENTS LLC,,7261 SUNBREEZE DR,9049 LEMONGRASS CT,FOUNTAIN VALLEY,165-271-04,"NGUYEN, BAN",08/14/2020,0.0
CECILIA & JOHN V LLC,,8822 EL CAPITAN AVE,17151 NEWHOPE ST STE 113,FOUNTAIN VALLEY,167-523-11,"NGUYEN, KIM THUY",07/07/2022,0.0
J & E ESTATES LLC,,17025 BUTTONWOOD ST,17758 JOSHUA CIR,FOUNTAIN VALLEY,167-083-01,"VAN BUI, TUONG; NGUYEN, HUONG THANH",02/07/2013,0.0
NJDL LLC,,17323 BUTTONWOOD ST,18042 SANTA CLAUDIA ST,FOUNTAIN VALLEY,167-103-11,"LEE, GEN HSING; LEE, LINDA C",,0.0
WADSWORTH PROPERTIES I LLC,,17089 GREENLEAF ST,PO BOX 8655,FOUNTAIN VALLEY,167-093-08,"PAN PACIFIC POOMSUWAN TRUST, ; BURNS, HUGH KEVIN",04/27/2007,0.0
D & C HOLDING VENTURES LLC,,7831 LIBERTY DR,10200 PEREGRINE CIR,FOUNTAIN VALLEY,165-311-41,"DONG, HAT PHI; HAT PHI DONG FAMILY TRUST,",05/07/2021,0.0
DIAMOND LOTUS INVESTMENTS LLC,,17882 SANTA MARIANA ST,18645 SANTA YNEZ ST,FOUNTAIN VALLEY,167-581-05,"DIAMOND LOTUS INVESTMENT INC,",08/26/2022,0.0
ELM STREET MANAGEMENT LLC,,17796 ELM ST,17830 WINTERBERRY ST,FOUNTAIN VALLEY,167-152-26,"NGUYEN, THAO HUYNH PHUONG",07/29/2019,0.0
ANDI HOLDINGS LLC,,17731 FREMONT ST,8700 WARNER AVE STE 220,FOUNTAIN VALLEY,167-253-15,"ANDERSON, DANNY MARSHALL; DROKER, SHELLY KATHLEEN",02/02/2010,0.0
CECILIA & JOHN II LLC,,9813 LA AMAPOLA AVE,10221 SLATER AVE,FOUNTAIN VALLEY,167-073-33,"NGUYEN, KIM THUY",05/28/2021,0.0
9883 TROWER CT LLC,,9883 TROWER CT,17272 NEWHOPE ST # J,FOUNTAIN VALLEY,157-243-32,"BLEIWEIS, GLENN JAY; BLEIWEIS, JENNIFER GEORGIA L",08/06/2018,0.0
CECILIA & JOHN I LLC,,9333 FLICKER AVE,10751 NEWHOPE STREET,FOUNTAIN VALLEY,157-301-06,"NGUYEN, KIM THUY",04/17/2024,0.0
3C REAL ESTATE HOLDINGS LLC,,18361 LINDEN ST,17564 WATERTON ST,FOUNTAIN VALLEY,157-103-07,"VALENTI, CAITLYN N; VALENTI, CHRISTOPHER J",10/17/2008,0.0
MEOW & BROS LLC,,18410 GIFFORD ST,9293 JASMINE AVE,FOUNTAIN VALLEY,157-181-14,"NGUYEN, VINH QUANG; NGUYEN, THI MINH",10/27/2023,0.0
SUBURBAN PROPERTIES LLC,,9679 ELLIS AVE,10529 SLATER AVE,FOUNTAIN VALLEY,157-054-58,"VILAGUT, GEORGE",06/15/2015,0.0
SMART INVEST HB LLC,,20012 SAND DUNE LN,10061 TALBERT AVE,FOUNTAIN VALLEY,023-601-20,"TRAN, PHAT L K",11/19/2003,0.0
203 FRANKFORT LLC,,203 FRANKFORT AVE,18231 SANTA CECILIA,FOUNTAIN VALLEY,024-183-32,"TRAN, LOUIS; HUYNH, BELLE THO",04/11/2022,0.0
HB 8 LLC,,112 8TH ST,11783 DOGWOOD AVE,FOUNTAIN VALLEY,024-124-24,"TRUONG, HOAN VU",12/08/2011,0.0
HB ALABAMA LLC,,125 ALABAMA ST,11783 DOGWOOD AVE,FOUNTAIN VALLEY,024-206-38,"TRUONG, HOAN VU",06/11/2014,0.0
RUSSELL GROVE LLC,,222 DETROIT AVE,16598 SILKTREE ST,FOUNTAIN VALLEY,024-202-24,"HA, LAWRENCE THUYET; TONG, MONGDIEP",08/07/2025,0.0
HB GLACIER INVESTMENTS LLC,,20111 GLACIER CIR,17824 SAN MINISO CIR,FOUNTAIN VALLEY,151-393-13,"NGUYEN, HUNG DUC; HUNG DUC NGUYEN LIVING TRUST,",10/31/2023,0.0
SG-HB LLC,,732 SANDGLASS DR,9335 ANDALUSIA AVE,FOUNTAIN VALLEY,025-175-32,"CHAO, WILLIAM; CHAO, KERRY",02/20/1996,0.0
20652 KELVIN LLC,,20652 KELVIN LN,8581 ROGUE RIVER AVE,FOUNTAIN VALLEY,151-124-25,"PLOTKN, ALAN; STEARNS PLOTKIN, LINDA",03/30/2001,0.0
DL CORNERSTONE INVESTMENTS LLC,,10158 LIGHTBREEZE CIR,17272 NEWHOPE ST # K,FOUNTAIN VALLEY,155-151-16,"HB HOMES MANAGEMENT LLC,",,0.0
THE DO-TRAN LEGACY LLC,,21821 OCEANVIEW LN,15900 MEAGHER ST,FOUNTAIN VALLEY,149-181-16,"DO, CAROLINE HIEN",10/21/2013,0.0
10422 SHANGRI LA LLC,,10422 SHANGRI LA DR,9482 GARDENIA AVE,FOUNTAIN VALLEY,155-024-10,"NGUYEN, RONALD CAO; NGO, TAM",09/22/2021,0.0
LUCKY IN LOVE ESTATES LLC,,6331 PACIFIC WAY,9874 HERON AVE,FOUNTAIN VALLEY,938-693-20,"RICKENBACH, NICHOLAS R; MOSARD, CASEY L",07/28/2017,0.0
C D EMERALD ENTERPRISES LLC,,8322 BOLSA AVE APT 13,10402 CIRCULO DE JUAREZ,FOUNTAIN VALLEY,939-890-13,"CAO, ANTHONY HUNG; CAO, BETTY NGOCBICHDANG",05/02/2018,0.0
TR ENTERPRISE LLC,,17090 SAN BRUNO ST # 13,18627 BROOKHURST ST # 445,FOUNTAIN VALLEY,930-295-35,"NGUYEN, TIMOTHY; CHUNG, ROMMONY",02/04/2009,0.0
17090 SAN BRUNO LLC,,17090 SAN BRUNO ST # 22,9097 COCKATOO AVE,FOUNTAIN VALLEY,930-295-44,"SPINNER FAMILY CHILDS EXEMPT TRUST, ; BROOKS, LAURA ANNE",,0.0
11600 WARNER LLC,,11600 WARNER AVE APT 536,11585 GLADSTONE CIR,FOUNTAIN VALLEY,938-784-49,"PEREZ, LUIS MANUEL; CUETO, JORGE PEREZ",,0.0
JBAR TRANS CAPITAL LLC,,17168 NEWHOPE ST APT 222,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-786-00,"HO, DOUGLAS; VUONG, LYTA",12/04/2008,0.0
ROJACK LLC,,17168 NEWHOPE ST APT 223,17272 NEWHOPE ST # A,FOUNTAIN VALLEY,938-786-01,"FLOWER, PATRICK T",06/01/2010,0.0
ROJACK LLC,,17168 NEWHOPE ST APT 229,17284 NEWHOPE ST STE 100,FOUNTAIN VALLEY,938-786-07,"COX, JAMES R",12/06/2010,0.0
RODECKER COMPANIES LLC,,17210 NEWHOPE ST APT 1203,17284 NEWHOPE ST # 222,FOUNTAIN VALLEY,938-782-32,"RODECKER, DAVID",05/14/2021,0.0
RODECKER COMPANIES LLC,,17210 NEWHOPE ST APT 1211,17284 NEWHOPE ST # 222,FOUNTAIN VALLEY,938-782-40,"RODECKER, DAVID",05/14/2021,0.0
RRR EQUITIES LLC,,17210 NEWHOPE ST APT 1306,17284 NEWHOPE ST STE 100,FOUNTAIN VALLEY,938-782-47,"RING, MICHAEL S; RING, GIANINA",09/08/2014,0.0
OCM EQUITIES LLC,,17200 NEWHOPE ST APT 123,17284 NEWHOPE ST STE 100,FOUNTAIN VALLEY,938-782-81,"RODECKER, WALLACE B; RODECKER FAMILY TRUST,",03/02/2000,0.0
AFT LEGACY LLC,,101 SCHOLZ PLZ APT 218,16627 BROOKHURST ST # I545,FOUNTAIN VALLEY,936-761-90,"ALVANDI, ROBERT",07/05/2006,0.0
TR ENTERPRISE LLC,,10200 LA HACIENDA AVE # 1,18627 BROOKHURST ST # 445,FOUNTAIN VALLEY,930-294-01,"NGUYEN, TIMOTHY; CHUNG, ROMMONY",10/08/2002,0.0
10200 LA HACIENDA LLC,,10200 LA HACIENDA AVE # 5,9097 COCKATOO AVE,FOUNTAIN VALLEY,930-294-05,"SPINNER FAMILY CHILDS EXEMPT TRUST, ; BROOKS, LAURA ANNE",,0.0
KENT HOMES LLC,,321 11TH ST,16598 SILKTREE ST,FOUNTAIN VALLEY,024-027-11,"HA, LAWRENCE; TONG, MONGDIEP",12/20/2017,0.0
THREE TWO TWO LLC,,322 13TH ST,10221 SLATER AVE STE 107,FOUNTAIN VALLEY,024-026-03,"DUNAGAN, JANELL",10/21/2011,0.0
7651 AMAZON DRIVE LLC,,7651 AMAZON DR,11681 ESPEN CIR,FOUNTAIN VALLEY,142-331-23,"SINCLAIR, BRUCE A; SINCLAIR, MARJORIE A",,0.0
378 PROPERTIES LLC,,16622 GOLDENWEST ST,9814 LA AMAPOLA AVE,FOUNTAIN VALLEY,142-412-21,"SMITH, STEWART GREGORY",08/12/2003,0.0
PHUC LOC LLC,,16682 GOLDENWEST ST,9870 PETUNIA AVE,FOUNTAIN VALLEY,142-412-16,"NGUYEN, THI KIM CHI",09/29/2025,0.0
17392 DAIRYVIEW LLC,,17392 DAIRYVIEW CIR,10214 CARDINAL AVE,FOUNTAIN VALLEY,165-241-29,"PEREDO, ANTHONY R; PEREDO, KYUNG C",12/15/2000,0.0
8421 WARNER LLC,,8421 WARNER AVE,9900 TALBERT AVE # 101,FOUNTAIN VALLEY,107-664-11,"RICHLAND, BRANDON K",10/18/2023,0.0
JDJT BAO LLC,,17521 JEFFERSON LN,9961 SAGE CIR,FOUNTAIN VALLEY,167-481-04,"NGUYEN, TOAN B; BUI, JUDY",10/09/2019,0.0
JDJT BAO LLC,,17541 JEFFERSON LN,9961 SAGE CIR,FOUNTAIN VALLEY,167-481-05,"NGUYEN, TOAN B; BUI, JUDY",10/09/2019,0.0
1411 DELAWARE ST LLC,,1411 DELAWARE ST,18611 SANTA ISADORA ST,FOUNTAIN VALLEY,025-093-07,"TRAN, LINH",09/07/2021,0.0
ADLAND APARTMENTS LLC,,312 CLAY AVE,17220 NEWHOPE ST STE 207,FOUNTAIN VALLEY,025-061-30,"WHELAN, JOHN F",11/21/2003,0.0
WADSWORTH PROPERTIES I LLC,,16781 ROOSEVELT LN,PO BOX 8655,FOUNTAIN VALLEY,146-601-19,"PAN PACIFIC POOMSUWAN TRUST, ; BURNS, HUGH KEVIN",12/30/2005,0.0
ADLAND APARTMENTS LLC,,2810 HUNTINGTON ST,17220 NEWHOPE ST STE 207,FOUNTAIN VALLEY,025-061-35,"WHELAN, JOHN F",,0.0
ADLAND APARTMENTS LLC,,2820 HUNTINGTON ST,17220 NEWHOPE ST STE 207,FOUNTAIN VALLEY,025-061-36,"WHELAN, JOHN F",,0.0
DUBY RESIDENTIAL TWO LLC,,7802 RONALD DR,10221 SLATER AVE STE 107,FOUNTAIN VALLEY,165-302-07,"ARAUJO BYRNE, JANELL; THE JANELL ARAUJO BYRNE TRUST,",06/04/2007,0.0
DUBY RESIDENTIAL THREE LLC,,7812 RONALD DR,10221 SLATER AVE STE 107,FOUNTAIN VALLEY,165-302-08,"ARAUJO BYRNE, JANELL; THE JANELL ARAUJO BYRNE TRUST,",06/04/2007,0.0
JYT MANGEMENT LLC,,5042 DUNBAR DR,11037 WARNER AVE # 168,FOUNTAIN VALLEY,163-123-05,"TSAI, JAMES CHIN JEN; TSAI, YUE CHING",06/20/2011,0.0
TXCA1 LLC,,7782 SPEER DR,18611 SANTA ISADORA ST,FOUNTAIN VALLEY,165-311-04,"QUACH TRAN, TINA TUYET",10/11/2022,0.0
THE VU NGUYEN LLC,,8412 SLATER AVE,17455 OAK ST,FOUNTAIN VALLEY,167-492-29,"CHUONG DUC VU FAMILY TRUST, ; VU, CHUONG DUC",06/10/2010,0.0
NEWMAN 52 LLC,,7752 NEWMAN AVE,18898 QUINCE CIR,FOUNTAIN VALLEY,165-301-02,"LYNCH, CHAD; LYNCH, JULIA",04/01/2014,0.0
NEWMAN 62 LLC,,7762 NEWMAN AVE,18898 QUINCE CIR,FOUNTAIN VALLEY,165-301-03,"LYNCH, CHAD; LYNCH, JULIA",08/12/2022,0.0
NEW FRONTIER PROPERTIES LLC,,15142 JACKSON ST,17113 OAK ST,FOUNTAIN VALLEY,107-180-10,"NGUYEN, LINH HOANG; PHAM, THU THUY",06/04/2013,0.0
NM 169 LLC,,9430 WARNER AVE,10900 WARNER AVE STE 120,FOUNTAIN VALLEY,167-301-06,"NM 169 LLC,",09/20/2019,0.0
8112 TALBERT LLC,,8112 TALBERT AVE,17910 POINT REYES ST,FOUNTAIN VALLEY,988-481-11,"DE BEST, PETER H",,0.0
LOS AMIGOS MOBILE HOME PK LLC,,18601 NEWLAND ST,18182 BUSHARD ST,FOUNTAIN VALLEY,157-441-03,"KATO & ASSOCIATES LLC, ; KATO & ASSOCIATES,",10/25/2011,0.0
RANCHO LA SIESTA LLC,,18194 BUSHARD ST,18182 BUSHARD ST,FOUNTAIN VALLEY,157-231-04,"RANCHO LA SIESTA LLC, ; RANCHO LA SIESTA,",12/29/2010,0.0
BJJ NGO INVESTMENTS LLC,,8881 WARNER AVE,9664 POPPY CIR,FOUNTAIN VALLEY,107-231-07,"NGO, BILLY; NGO, JULIE",08/23/2017,0.0
BELLALANCE LLC,,6942 WARNER AVE,11770 WARNER AVE STE 215,FOUNTAIN VALLEY,165-081-19,"RALPHS GROCERY COMPANY,",10/20/2010,0.0
BETTER FUTURE INVESTMENT LLC,,410 MAIN ST,9708 SHAMROCK AVE,FOUNTAIN VALLEY,024-134-07,"PELUSO JR, LOREZO CHARLES; CAVIC FAMILY TRUST,",,0.0
BETTER FUTURE INVESTMENT LLC,,402 MAIN ST,9708 SHAMROCK AVE,FOUNTAIN VALLEY,024-134-08,"PELUSO JR, LOREZO CHARLES; CAVIC FAMILY TRUST,",,0.0
ROBVANDI RFG LLC,,6982 WESTMINSTER BLVD,16627 BROOKHURST ST # I545,FOUNTAIN VALLEY,195-331-36,"RFG WESTMINSTER ENTERPRISES INC,",11/22/2023,0.0
MESAVILLE HOLDINGS LLC,,5762 BOLSA AVE,11770 WARNER AVE STE 215,FOUNTAIN VALLEY,145-531-25,"CT HUNTINGTON LLC,",03/06/2013,0.0
HEART OF SEACRET LLC,,8342 GARDEN GROVE BLVD STE 8,18195 S 2ND ST,FOUNTAIN VALLEY,930-157-58,"MAI, ANDREW B; MAI, JACQUELINE",06/24/2019,0.0
HEART OF SEACRET LLC,,8342 GARDEN GROVE BLVD STE 9,18195 S 2ND ST,FOUNTAIN VALLEY,930-157-59,"MAI, ANDREW B; MAI, JACQUELINE",06/24/2019,0.0
TN INVESTMENTS PROPERTIESLLC,,17220 NEWHOPE ST STE 206,17220 NEWHOPE ST STE 207,FOUNTAIN VALLEY,938-780-33,"NGUYEN, THOMAS THONGVAN; NGUYEN, TRANG CAMLE",09/24/2007,0.0
VILLA POINT LLC,,17220 NEWHOPE ST STE 211,17220 NEWHOPE ST STE 207,FOUNTAIN VALLEY,938-780-38,"PARK, HENRY L; PARK, ANDREA H",05/12/2017,0.0
MESAVILLE HOLDINGS LLC,,5445 OCEANUS DR,11770 WARNER AVE STE 215,FOUNTAIN VALLEY,145-014-68,"CT HUNTINGTON LLC,",03/06/2013,0.0
7383 HARRIMAN CIRCLE LLC,,7383 HARRIMAN CIR,8927 SWORDFISH AVE,FOUNTAIN VALLEY,159-201-40,"KAHALE, NABIL F",10/03/2018,0.0
GEMAR TALBERT LLC,,7442 TALBERT AVE,17937 BAY ST,FOUNTAIN VALLEY,159-201-38,"DUCHENE, MARIE H",,0.0
DU PROPERTIES LLC,,11577 SLATER AVE # 12,10876 EL CENTRO AVE,FOUNTAIN VALLEY,939-090-12,"DE SERIO, GEORGE RAYMOND; DE SERIO, JOSEPHINE",03/06/2003,0.0
CARRICO REAL ESTATE HOLDINGS LLC,,13252 GARDEN GROVE BLVD STE 112,100 ADDISON AVE,FRANKLIN,933-921-58,"CARRICO, BRIAN D; CARRICO, DONNA J",10/01/2003,0.0
JJ HOLDINGS LLC,,20331 BLUFFSIDE CIR # A204,6000 HACKBERRY CT,FRISCO,936-178-59,"CHOPRA, VIK; CHOPRA, MEERA",12/12/2019,0.0
LAVENDER HOLDINGS LLC,,15781 QUARTZ ST,3104 FERNWOOD CT,FULLERTON,107-685-02,", LISTER HARRY WALKER; HARRY WALKER LISTER TRUST,",,0.0
EMPROJECT 21 LLC,,18269 PETERS CT,1879 EDGECLIFF DR,FULLERTON,157-242-42,"BLANGY, EDMOND A; BLANGY, MIREILLE",09/16/2021,0.0
HBDB INVESTMENT LLC,,208 INDIANAPOLIS AVE,1807 VISTA LOMITAS DR,FULLERTON,024-181-30,"BAEZ, HAYDEE; THE BAEZ TRUST,",09/26/2022,0.0
FLATOI LLC,,10031 BIRCHWOOD DR,340 CIENAGA DR,FULLERTON,155-101-02,"DEAN FAMILY TRUST, ; DEAN, CAROLYN L",,0.0
IZZYLU LLC,,9761 ACACIA AVE # 18,1900 E ORANGETHORPE AVE,FULLERTON,933-310-18,"KARAGHOOSSIAN, ARAX K",08/28/2001,0.0
VVON LLC,,788 WINDWARD WAY,3019 LIMEWOOD CT,FULLERTON,939-831-63,"WANG, VIVIENNE SHI",11/21/2018,0.0
LAVENDER HOLDINGS LLC,,25 GOODWILL CT # 48,3104 FERNWOOD CT,FULLERTON,932-510-48,", LISTER HARRY WALKER; HARRY WALKER LISTER TRUST,",,0.0
AEGIS ARMADA LLC,,1214 RUTLAND RD # 19,2630 TERRAZA PL,FULLERTON,934-180-19,"CHIU, HERMANN S; CHIU, PATRICIA G",04/26/2021,0.0
HP15 PROPERTIES LLC,,224 15TH ST,3640 N HERMOSA PL,FULLERTON,024-031-02,"UNF PROPERTY MANAGEMENT LLC,",06/06/2011,0.0
LOGANBERRY GROUP LLC,,16711 DOLORES LN,2807 LOGANBERRY CT,FULLERTON,178-181-09,"GUEST, GREGORY THOMAS; GUEST, JEAN AVVON",,0.0
BLACK SHEEP HOLDINGS LLC,,17042 EMERALD LN,1000 E BASTANCHURY RD,FULLERTON,111-371-18,"PADILLA, JAVIER ADRIAN; GONZALEZ, DELIA JANETTE",05/30/2024,0.0
PARK MOODY HB LLC,,16792 MOODY CIR,1303 W VALENCIA DR # 350,FULLERTON,146-601-08,"PARK, MIKE C; PARK, HELEN S",03/01/2005,0.0
AMIT SHAH LLC,,355 PLACENTIA AVE # 2,137 W CHAPMAN AVE STE A,FULLERTON,930-354-02,"SHAH, AMIT",08/16/2011,0.0
18262 ENTERPRISE LLC,,18262 ENTERPRISE LN,1801 LEXINGTON DR,FULLERTON,159-212-01,"WHITE, STEPHEN G; THE WHITE EXEMPTION TRUST,",,0.0
PI GROUP RESIDENTIAL HOLDINGS LLC,,15662 BLUEBIRD LN,12962 MAIN ST,GARDEN GROVE,145-063-32,"NRI PORTFOLIOS LLC,",05/18/2023,0.0
NATIKA HOLDING LLC,,5612 NEVADA DR,9681 SUTHERLAND WAY,GARDEN GROVE,195-195-02,"DANG, KEVIN HOANGMINH; TRINH, CAM HANH",11/02/2021,0.0
AAA FRONTIER INVESTMENT LLC,,5932 FRONTIER CIR,13238 MICHAEL RAINFORD CIR,GARDEN GROVE,195-223-40,"BUI, TUAN ANH; VU, CHAU NHUYET NGA",07/03/2017,0.0
A & HOMES LLC,,14171 DENISE DR,13441 JEFFERSON ST,GARDEN GROVE,195-322-03,"HO, LONG BAO; HUYNH, KARINE QUYNHHOA",01/14/2013,0.0
ANNAM INVESTMENTS LLC,,15301 RUSHMOOR LN,9865 STANFORD AVE,GARDEN GROVE,142-265-16,"PHAM, ANH TRAM THI; NGUYEN, HUE TRI",05/01/2023,0.0
VICKIE AND DUNG LLC,,8302 WORTHY DR,12541 ARISTOCRAT AVE,GARDEN GROVE,107-376-06,"TRAN, VICKIE MACH",12/02/2022,0.0
CTA ENTERPRISES LLC,,16221 WATSON CIR,9321 STANFORD AVE,GARDEN GROVE,107-911-25,"NGUYEN, QUOC A",11/19/2019,0.0
CTA ENTERPRISES LLC,,5231 CHADWICK DR,13362 BROOKHURST ST,GARDEN GROVE,146-621-12,"NGUYEN, QUOC; NGUYEN, JENNIFER",08/15/2001,0.0
TOPADVANCED LLC,,5282 GOLDENROD CIR,PO BOX 2012,GARDEN GROVE,163-362-24,"PHAM, GOLD; NGUYEN, HIEN",08/24/2022,0.0
AAA AMBROSE INVESTMENT LLC,,18637 AMBROSE LN,13238 MICHAEL RAINFORD CIR,GARDEN GROVE,111-401-36,"BUI, TUAN ANH; NGA VU, CHAU NGUYET",06/09/2017,0.0
PI GROUP RESIDENTIAL HOLDINGS LLC,,8251 FRIESLAND DR,12962 MAIN ST,GARDEN GROVE,167-452-01,"NRI PORTFOLIOS LLC,",07/14/2023,0.0
TD GOLDEN HOMES LLC,,17641 SANTA MARIA ST,11151 HUBER ST,GARDEN GROVE,167-513-09,"HAN LLC,",03/16/2026,0.0
VK PORTFOLIOS LLC,,7881 RONALD DR,12962 MAIN ST,GARDEN GROVE,165-301-35,"NGUYEN, VINNY; LUU, ANNE",04/30/2025,0.0
VK PORTFOLIOS LLC,,7891 RONALD DR,12962 MAIN ST,GARDEN GROVE,165-301-34,"NGUYEN, VINNY; LUU, ANNE",04/30/2025,0.0
AAA FLICKER INVESTMENT LLC,,9462 FLICKER AVE,13238 MICHAEL RAINFORD CIR,GARDEN GROVE,157-293-17,"BUI, TUAN ANH; VU, CHAU NGUYET NGA",06/20/2017,0.0
J & J ORANGE COUNTY LLC,,18647 EVERGREEN CIR,9401 TOWN AND COUNTRY DR,GARDEN GROVE,157-011-28,"HUYNH, CHUONG CAM; NGO, LIEN THI MY",02/09/2021,0.0
PI GROUP VENTURES LLC,,15065 HENLEY DR # 1,12962 MAIN ST,GARDEN GROVE,935-930-01,"PI GROUP RESIDENTIAL HOLDINGS LLC,",05/05/2025,0.0
LOANN SERVICES LLC,,10551 LAKESIDE DR S # 136,12893 WILLOWOOD AVE,GARDEN GROVE,939-881-36,"URBAN AVE LLC,",11/03/2004,0.0
NATIKA HOLDING LLC,,11243 PARKVIEW LN # 82,9681 SUTHERLAND WAY,GARDEN GROVE,932-640-82,"DANG, KEVIN HOANGMINH; TRINH, CAM HANH",12/04/2020,0.0
SAGEWORKS LLC,,12856 PALM ST UNIT 2,12856 PALM # 2 ST,GARDEN GROVE,930-174-97,"XUE, HONGCAI; WU, JIE",10/02/2014,0.0
GARDEN GROVE PARKWAY LLC,,13921 PARKWAY DR # 68,12302 GARDEN GROVE BLVD STE 7,GARDEN GROVE,932-640-68,"TRAN, TIMOTHY; NGUYEN, ANHTHU",12/19/2024,0.0
KIMYOU LLC,,510 18TH ST,10311 TRASK AVE,GARDEN GROVE,023-146-04,"KYTHE LLC,",07/03/2023,0.0
PI GROUP RESIDENTIAL HOLDINGS LLC,,1205 FLORIDA ST,12962 MAIN ST,GARDEN GROVE,025-161-17,"PI GROUP VENTURES LLC,",11/29/2023,0.0
PI GROUP RESIDENTIAL HOLDINGS LLC,,1113 FLORIDA ST,12962 MAIN ST,GARDEN GROVE,025-162-13,"NRI PORTFOLIOS LLC,",01/21/2022,0.0
TITOA INVESTMENTS LLC,,17551 JEFFERSON LN,14221 EUCLID ST STE D,GARDEN GROVE,167-481-06,"JDJT BAO LLC,",04/27/2021,0.0
TITOA INVESTMENTS LLC,,17561 JEFFERSON LN,14221 EUCLID ST STE D,GARDEN GROVE,167-481-07,"JDJT BAO LLC,",03/02/2022,0.0
NEW HORIZONVIEW LLC,,17680 CAMERON LN,PO BOX 2012,GARDEN GROVE,167-471-11,"NEW HORIZONVIEW LLC,",03/18/2004,0.0
VERITY WAY LLC,,18442 STEEP LN,13884 HARBOR BLVD STE 7A,GARDEN GROVE,159-031-14,"DAN TIEN, KHUONG",03/17/2023,0.0
GREENFIELDSIDE LLC,,15051 PACIFIC ST,PO BOX 2012,GARDEN GROVE,142-031-24,"GREENFIELDSIDE LLC,",08/15/2013,0.0
HB SUNRISE APARTMENT LLC,,7811 GLENCOE DR,14124 BROOKHURST ST,GARDEN GROVE,142-101-04,"PHAM, LILIANNE",05/18/2004,0.0
BROADWAY SUNSET LLC,,16772 BROADWAY,14221 EUCLID ST STE D,GARDEN GROVE,178-532-03,"NGUYEN, TOAN BAO",03/04/2022,0.0
DIAMOND INVESTMENT LLC,,17955 MAGNOLIA ST,13882 LA BONITA AVE,GARDEN GROVE,167-574-05,"BUI, JAMES; BUI, THERESA ROSE",,0.0
SUNSET LEGACY LLC,,16461 PACIFIC COAST HWY # A,12534 VALLEY VIEW ST # 131,GARDEN GROVE,178-514-14,"VAUGHT, BENJAMIN CHARLES; MORGAN, SHANALI KENNE",,0.0
G S EUCLID PROPERTY LLC," SAITO, JOHN",17150 EUCLID ST STE 308,12555 GARDEN GROVE BLVD STE 307,GARDEN GROVE,938-785-01,"17150 EUCLID LP,",10/18/2006,0.0
5802 ENGINEER LLC,,5802 ENGINEER DR,7351 GARDEN GROVE BLVD STE A,GARDEN GROVE,145-536-25,"NGUYEN, THUY; THUY NGUYEN LIVING TRUST,",01/04/2018,0.0
15572 COMMERCE LLC,,15572 COMMERCE LN,7351 GARDEN GROVE BLVD STE A,GARDEN GROVE,145-392-22,"NGUYEN, PHUONG",01/04/2018,0.0
PALMDALE LANE CENTER LLC,,17132 PALMDALE LN,9041 TRASK AVE STE B,GARDEN GROVE,111-023-22,"THUONG NGUYEN, HAI NGOC; NGUYEN, PHU NHU THI",06/01/2018,0.0
JGR PROPERTIES LLC,,11264 MONARCH ST # 301,11264 MONARCH ST STE A,GARDEN GROVE,936-751-33,"CAB & SRJ ENTERPRISES LLC,",,0.0
TOPADVANCED LLC,,7331 GARDEN GROVE BLVD STE A,PO BOX 2012,GARDEN GROVE,931-440-83,"NGUYEN, HIEN THI",06/15/2001,0.0
EXON INVESTMENTS LLC,,114 SURFSIDE AVE # A,500 N CENTRAL AVE STE 600,GLENDALE,178-462-06,"HOVHANNISYAN, VAHAN; MAILYAN, VIOLETTA",04/09/2024,0.0
WILPOL LLC,,5907 SEASHORE DR APT A,3255 BEAUDRY TER,GLENDALE,932-700-49,"POLITO, SANTO S; POLITO, MARY JOANNE",06/13/2005,0.0
4801-4811 HEIL AVENUE LLC,,4801 HEIL AVE,2015 RIMCREST DR,GLENDALE,178-161-36,"LAWRENCE, SAMIR A; LAWRENCE, LUCILLE B",09/28/2005,0.0
4801-4811 HEIL AVE LLC,,4811 HEIL AVE,2015 RIMCREST DR,GLENDALE,178-161-37,"LAWRENCE, SAMIR A; LAWRENCE, LUCILLE B",09/28/2005,0.0
FLORIDA KABRI LLC,,2706 FLORIDA ST,1733 MELWOOD DR,GLENDALE,025-182-34,"MADISON TRUST COMPANY, ; KHALDOUN S SROUJIEH M25074777,",11/23/2011,0.0
FLORIDA KABRI LLC,,2706 FLORIDA ST,1733 MELWOOD DR,GLENDALE,025-182-35,"MADISON TRUST COMPANY, ; KHALDOUN S SROUJIEH M25074777,",11/23/2011,0.0
